pillar_id,pillar_name,metric_1,metric_1_label,metric_1_type,metric_1_direction,metric_2,metric_2_label,metric_2_type,metric_2_direction,valid_n,pearson_corr,spearman_corr,relationship_strength,highlight_flag,low_pair_n_flag,abs_spearman_corr
1,Economic,paid_working_hours,Paid working hours,derived_continuous,Higher=more hours,basic_life_skills,Basic life skills,score,Higher=more positive,1000,0.0569,0.0428,very weak,False,False,0.0428
1,Economic,work_travel_time,Work travel time,derived_continuous,Higher=more travel time,basic_life_skills,Basic life skills,score,Higher=more positive,963,-0.0036,-0.0154,very weak,False,False,0.0154
2,Environment,confident_water_safety,Confidence in water safety,score,Higher=more positive,optimal_use_of_land,Optimal use of land,score,Higher=more positive,311,0.5117,0.4968,moderate,True,False,0.4968
2,Environment,access_to_natural_environment,Access to natural environment,score,Higher=more positive,confident_water_safety,Confidence in water safety,score,Higher=more positive,310,0.4146,0.4229,moderate,True,False,0.4229
2,Environment,access_to_natural_environment,Access to natural environment,score,Higher=more positive,optimal_use_of_land,Optimal use of land,score,Higher=more positive,311,0.3092,0.3146,weak,False,False,0.3146
3,Social,be_yourself_in_nz,Be yourself in NZ,score,Higher=more positive,be_yourself_in_newlands,Be yourself in Newlands,score,Higher=more positive,999,0.7732,0.8233,strong,True,False,0.8233
3,Social,life_satisfaction,Life satisfaction,score,Higher=more positive,personal_mental_health,Personal mental health,score,Higher=more positive,157,0.696,0.7242,strong,True,False,0.7242
3,Social,life_satisfaction,Life satisfaction,score,Higher=more positive,meaning_and_purpose,Meaning and purpose,score,Higher=more positive,850,0.6783,0.6786,moderate,True,False,0.6786
3,Social,meaning_and_purpose,Meaning and purpose,score,Higher=more positive,personal_mental_health,Personal mental health,score,Higher=more positive,157,0.6444,0.6461,moderate,True,False,0.6461
3,Social,level_of_control,Level of control,score,Higher=more positive,personal_mental_health,Personal mental health,score,Higher=more positive,155,0.5963,0.6112,moderate,True,False,0.6112
3,Social,work_life_balance,Work-life balance,score,Higher=more positive,personal_mental_health,Personal mental health,score,Higher=more positive,145,0.5296,0.5314,moderate,True,False,0.5314
3,Social,family_wellbeing,Family wellbeing,score,Higher=more positive,personal_mental_health,Personal mental health,score,Higher=more positive,157,0.4782,0.5171,moderate,True,False,0.5171
3,Social,be_yourself_in_newlands,Be yourself in Newlands,score,Higher=more positive,life_satisfaction,Life satisfaction,score,Higher=more positive,1004,0.4665,0.5034,moderate,True,False,0.5034
3,Social,meaning_and_purpose,Meaning and purpose,score,Higher=more positive,family_wellbeing,Family wellbeing,score,Higher=more positive,844,0.4719,0.4947,moderate,True,False,0.4947
3,Social,be_yourself_in_nz,Be yourself in NZ,score,Higher=more positive,life_satisfaction,Life satisfaction,score,Higher=more positive,1009,0.4726,0.4865,moderate,True,False,0.4865
3,Social,independence,Independence,score,Higher=more positive,level_of_control,Level of control,score,Higher=more positive,1018,0.4507,0.4708,moderate,True,False,0.4708
3,Social,level_of_control,Level of control,score,Higher=more positive,life_satisfaction,Life satisfaction,score,Higher=more positive,1003,0.4472,0.4516,moderate,True,False,0.4516
3,Social,life_satisfaction,Life satisfaction,score,Higher=more positive,family_wellbeing,Family wellbeing,score,Higher=more positive,1001,0.4353,0.4484,moderate,True,False,0.4484
3,Social,work_life_balance,Work-life balance,score,Higher=more positive,life_satisfaction,Life satisfaction,score,Higher=more positive,946,0.4341,0.4436,moderate,True,False,0.4436
3,Social,level_of_control,Level of control,score,Higher=more positive,family_wellbeing,Family wellbeing,score,Higher=more positive,995,0.4206,0.4391,moderate,True,False,0.4391
3,Social,be_yourself_in_nz,Be yourself in NZ,score,Higher=more positive,meaning_and_purpose,Meaning and purpose,score,Higher=more positive,848,0.3896,0.4222,moderate,True,False,0.4222
3,Social,level_of_control,Level of control,score,Higher=more positive,work_life_balance,Work-life balance,score,Higher=more positive,963,0.4044,0.397,weak,False,False,0.397
3,Social,be_yourself_in_newlands,Be yourself in Newlands,score,Higher=more positive,meaning_and_purpose,Meaning and purpose,score,Higher=more positive,842,0.3566,0.3946,weak,False,False,0.3946
3,Social,support_in_crisis,Support in crisis,score,Higher=more positive,level_of_control,Level of control,score,Higher=more positive,1023,0.3844,0.3894,weak,False,False,0.3894
3,Social,support_in_crisis,Support in crisis,score,Higher=more positive,meaning_and_purpose,Meaning and purpose,score,Higher=more positive,846,0.3774,0.3822,weak,False,False,0.3822
3,Social,level_of_control,Level of control,score,Higher=more positive,be_yourself_in_newlands,Be yourself in Newlands,score,Higher=more positive,995,0.3504,0.3783,weak,False,False,0.3783
3,Social,level_of_control,Level of control,score,Higher=more positive,meaning_and_purpose,Meaning and purpose,score,Higher=more positive,846,0.3997,0.3737,weak,False,False,0.3737
3,Social,support_in_crisis,Support in crisis,score,Higher=more positive,life_satisfaction,Life satisfaction,score,Higher=more positive,1003,0.3521,0.3696,weak,False,False,0.3696
3,Social,work_life_balance,Work-life balance,score,Higher=more positive,meaning_and_purpose,Meaning and purpose,score,Higher=more positive,799,0.3664,0.3639,weak,False,False,0.3639
3,Social,be_yourself_in_nz,Be yourself in NZ,score,Higher=more positive,personal_mental_health,Personal mental health,score,Higher=more positive,157,0.2945,0.3526,weak,False,False,0.3526
3,Social,independence,Independence,score,Higher=more positive,personal_mental_health,Personal mental health,score,Higher=more positive,156,0.2759,0.3475,weak,False,False,0.3475
3,Social,support_in_crisis,Support in crisis,score,Higher=more positive,family_wellbeing,Family wellbeing,score,Higher=more positive,997,0.2996,0.3473,weak,False,False,0.3473
3,Social,level_of_control,Level of control,score,Higher=more positive,be_yourself_in_nz,Be yourself in NZ,score,Higher=more positive,1003,0.3131,0.3412,weak,False,False,0.3412
3,Social,work_life_balance,Work-life balance,score,Higher=more positive,be_yourself_in_newlands,Be yourself in Newlands,score,Higher=more positive,936,0.3211,0.3404,weak,False,False,0.3404
3,Social,work_life_balance,Work-life balance,score,Higher=more positive,family_wellbeing,Family wellbeing,score,Higher=more positive,937,0.3058,0.3334,weak,False,False,0.3334
3,Social,be_yourself_in_newlands,Be yourself in Newlands,score,Higher=more positive,personal_mental_health,Personal mental health,score,Higher=more positive,157,0.2913,0.3284,weak,False,False,0.3284
3,Social,support_in_crisis,Support in crisis,score,Higher=more positive,be_yourself_in_newlands,Be yourself in Newlands,score,Higher=more positive,997,0.2929,0.3201,weak,False,False,0.3201
3,Social,work_life_balance,Work-life balance,score,Higher=more positive,be_yourself_in_nz,Be yourself in NZ,score,Higher=more positive,946,0.3051,0.3098,weak,False,False,0.3098
3,Social,loneliness,Loneliness,score,Higher=more severe/problematic,family_wellbeing,Family wellbeing,score,Higher=more positive,995,0.2167,0.3044,weak,False,False,0.3044
3,Social,leisure_time,Leisure time,derived_continuous,Higher=more time,personal_mental_health,Personal mental health,score,Higher=more positive,153,0.29,0.301,weak,False,False,0.301
3,Social,loneliness,Loneliness,score,Higher=more severe/problematic,meaning_and_purpose,Meaning and purpose,score,Higher=more positive,842,0.2485,0.3007,weak,False,False,0.3007
3,Social,be_yourself_in_newlands,Be yourself in Newlands,score,Higher=more positive,family_wellbeing,Family wellbeing,score,Higher=more positive,995,0.2329,0.2866,weak,False,False,0.2866
3,Social,be_yourself_in_nz,Be yourself in NZ,score,Higher=more positive,family_wellbeing,Family wellbeing,score,Higher=more positive,999,0.2344,0.285,weak,False,False,0.285
3,Social,support_in_crisis,Support in crisis,score,Higher=more positive,personal_mental_health,Personal mental health,score,Higher=more positive,156,0.2277,0.2812,weak,False,False,0.2812
3,Social,independence,Independence,score,Higher=more positive,support_in_crisis,Support in crisis,score,Higher=more positive,1022,0.2709,0.2755,weak,False,False,0.2755
3,Social,discrimination,Discrimination,score,Higher=more severe/problematic,be_yourself_in_newlands,Be yourself in Newlands,score,Higher=more positive,994,-0.2472,-0.2703,weak,False,False,0.2703
3,Social,discrimination,Discrimination,score,Higher=more severe/problematic,be_yourself_in_nz,Be yourself in NZ,score,Higher=more positive,1002,-0.2667,-0.2652,weak,False,False,0.2652
3,Social,support_in_crisis,Support in crisis,score,Higher=more positive,be_yourself_in_nz,Be yourself in NZ,score,Higher=more positive,1003,0.2241,0.2644,weak,False,False,0.2644
3,Social,independence,Independence,score,Higher=more positive,be_yourself_in_newlands,Be yourself in Newlands,score,Higher=more positive,992,0.2674,0.256,weak,False,False,0.256
3,Social,support_in_crisis,Support in crisis,score,Higher=more positive,work_life_balance,Work-life balance,score,Higher=more positive,961,0.2626,0.2525,weak,False,False,0.2525
3,Social,independence,Independence,score,Higher=more positive,family_wellbeing,Family wellbeing,score,Higher=more positive,992,0.1858,0.2495,weak,False,False,0.2495
3,Social,work_life_balance,Work-life balance,score,Higher=more positive,leisure_time,Leisure time,derived_continuous,Higher=more time,957,0.2434,0.2365,weak,False,False,0.2365
3,Social,loneliness,Loneliness,score,Higher=more severe/problematic,support_in_crisis,Support in crisis,score,Higher=more positive,1022,0.155,0.2289,weak,False,False,0.2289
3,Social,independence,Independence,score,Higher=more positive,be_yourself_in_nz,Be yourself in NZ,score,Higher=more positive,1000,0.2554,0.2267,weak,False,False,0.2267
3,Social,discrimination,Discrimination,score,Higher=more severe/problematic,life_satisfaction,Life satisfaction,score,Higher=more positive,1002,-0.2458,-0.2207,weak,False,False,0.2207
3,Social,independence,Independence,score,Higher=more positive,life_satisfaction,Life satisfaction,score,Higher=more positive,1000,0.2579,0.2207,weak,False,False,0.2207
3,Social,discrimination,Discrimination,score,Higher=more severe/problematic,level_of_control,Level of control,score,Higher=more positive,1015,-0.1676,-0.2157,weak,False,False,0.2157
3,Social,independence,Independence,score,Higher=more positive,meaning_and_purpose,Meaning and purpose,score,Higher=more positive,841,0.1717,0.2019,weak,False,False,0.2019
3,Social,discrimination,Discrimination,score,Higher=more severe/problematic,work_life_balance,Work-life balance,score,Higher=more positive,956,-0.2046,-0.1979,very weak,False,False,0.1979
3,Social,independence,Independence,score,Higher=more positive,work_life_balance,Work-life balance,score,Higher=more positive,958,0.1841,0.1905,very weak,False,False,0.1905
3,Social,safety,Safety,score,Higher=more positive,be_yourself_in_newlands,Be yourself in Newlands,score,Higher=more positive,999,0.1858,0.1792,very weak,False,False,0.1792
3,Social,level_of_control,Level of control,score,Higher=more positive,leisure_time,Leisure time,derived_continuous,Higher=more time,1010,0.1554,0.179,very weak,False,False,0.179
3,Social,volunteering_time,Volunteering time,score,Higher=more volunteering,personal_mental_health,Personal mental health,score,Higher=more positive,156,0.1835,0.1776,very weak,False,False,0.1776
3,Social,volunteering_time,Volunteering time,score,Higher=more volunteering,meaning_and_purpose,Meaning and purpose,score,Higher=more positive,845,0.1811,0.1754,very weak,False,False,0.1754
3,Social,leisure_time,Leisure time,derived_continuous,Higher=more time,be_yourself_in_nz,Be yourself in NZ,score,Higher=more positive,994,0.1718,0.165,very weak,False,False,0.165
3,Social,safety,Safety,score,Higher=more positive,support_in_crisis,Support in crisis,score,Higher=more positive,1023,0.1606,0.1598,very weak,False,False,0.1598
3,Social,leisure_time,Leisure time,derived_continuous,Higher=more time,be_yourself_in_newlands,Be yourself in Newlands,score,Higher=more positive,984,0.1589,0.1562,very weak,False,False,0.1562
3,Social,safety,Safety,score,Higher=more positive,level_of_control,Level of control,score,Higher=more positive,1019,0.1884,0.1561,very weak,False,False,0.1561
3,Social,loneliness,Loneliness,score,Higher=more severe/problematic,volunteering_time,Volunteering time,score,Higher=more volunteering,1021,0.1414,0.1555,very weak,False,False,0.1555
3,Social,support_in_crisis,Support in crisis,score,Higher=more positive,volunteering_time,Volunteering time,score,Higher=more volunteering,1022,0.1695,0.1553,very weak,False,False,0.1553
3,Social,safety,Safety,score,Higher=more positive,life_satisfaction,Life satisfaction,score,Higher=more positive,1007,0.1458,0.1492,very weak,False,False,0.1492
3,Social,loneliness,Loneliness,score,Higher=more severe/problematic,life_satisfaction,Life satisfaction,score,Higher=more positive,1003,0.0927,0.1477,very weak,False,False,0.1477
3,Social,discrimination,Discrimination,score,Higher=more severe/problematic,independence,Independence,score,Higher=more positive,1016,-0.134,-0.1439,very weak,False,False,0.1439
3,Social,leisure_time,Leisure time,derived_continuous,Higher=more time,life_satisfaction,Life satisfaction,score,Higher=more positive,994,0.1372,0.1391,very weak,False,False,0.1391
3,Social,leisure_time,Leisure time,derived_continuous,Higher=more time,family_wellbeing,Family wellbeing,score,Higher=more positive,986,0.1367,0.1384,very weak,False,False,0.1384
3,Social,safety,Safety,score,Higher=more positive,work_life_balance,Work-life balance,score,Higher=more positive,961,0.1684,0.1331,very weak,False,False,0.1331
3,Social,volunteering_time,Volunteering time,score,Higher=more volunteering,work_life_balance,Work-life balance,score,Higher=more positive,962,0.1214,0.1289,very weak,False,False,0.1289
3,Social,loneliness,Loneliness,score,Higher=more severe/problematic,be_yourself_in_nz,Be yourself in NZ,score,Higher=more positive,1003,0.0378,0.1282,very weak,False,False,0.1282
3,Social,loneliness,Loneliness,score,Higher=more severe/problematic,independence,Independence,score,Higher=more positive,1019,0.0594,0.1147,very weak,False,False,0.1147
3,Social,safety,Safety,score,Higher=more positive,meaning_and_purpose,Meaning and purpose,score,Higher=more positive,846,0.1238,0.1131,very weak,False,False,0.1131
3,Social,loneliness,Loneliness,score,Higher=more severe/problematic,level_of_control,Level of control,score,Higher=more positive,1018,0.0475,0.1119,very weak,False,False,0.1119
3,Social,discrimination,Discrimination,score,Higher=more severe/problematic,personal_mental_health,Personal mental health,score,Higher=more positive,153,-0.0996,-0.1099,very weak,False,False,0.1099
3,Social,safety,Safety,score,Higher=more positive,independence,Independence,score,Higher=more positive,1020,0.1391,0.1086,very weak,False,False,0.1086
3,Social,safety,Safety,score,Higher=more positive,family_wellbeing,Family wellbeing,score,Higher=more positive,999,0.1228,0.1076,very weak,False,False,0.1076
3,Social,discrimination,Discrimination,score,Higher=more severe/problematic,family_wellbeing,Family wellbeing,score,Higher=more positive,994,-0.1127,-0.1036,very weak,False,False,0.1036
3,Social,support_in_crisis,Support in crisis,score,Higher=more positive,leisure_time,Leisure time,derived_continuous,Higher=more time,1010,0.0912,0.1025,very weak,False,False,0.1025
3,Social,discrimination,Discrimination,score,Higher=more severe/problematic,support_in_crisis,Support in crisis,score,Higher=more positive,1019,-0.0891,-0.1017,very weak,False,False,0.1017
3,Social,volunteering_time,Volunteering time,score,Higher=more volunteering,family_wellbeing,Family wellbeing,score,Higher=more positive,996,0.0993,0.1017,very weak,False,False,0.1017
3,Social,safety,Safety,score,Higher=more positive,be_yourself_in_nz,Be yourself in NZ,score,Higher=more positive,1007,0.0834,0.0903,very weak,False,False,0.0903
3,Social,discrimination,Discrimination,score,Higher=more severe/problematic,meaning_and_purpose,Meaning and purpose,score,Higher=more positive,843,-0.1072,-0.0857,very weak,False,False,0.0857
3,Social,discrimination,Discrimination,score,Higher=more severe/problematic,volunteering_time,Volunteering time,score,Higher=more volunteering,1018,0.0764,0.0851,very weak,False,False,0.0851
3,Social,safety,Safety,score,Higher=more positive,leisure_time,Leisure time,derived_continuous,Higher=more time,1009,0.0994,0.0827,very weak,False,False,0.0827
3,Social,leisure_time,Leisure time,derived_continuous,Higher=more time,meaning_and_purpose,Meaning and purpose,score,Higher=more positive,838,0.091,0.0814,very weak,False,False,0.0814
3,Social,safety,Safety,score,Higher=more positive,loneliness,Loneliness,score,Higher=more severe/problematic,1023,0.0596,0.0751,very weak,False,False,0.0751
3,Social,loneliness,Loneliness,score,Higher=more severe/problematic,leisure_time,Leisure time,derived_continuous,Higher=more time,1007,0.062,0.0676,very weak,False,False,0.0676
3,Social,level_of_control,Level of control,score,Higher=more positive,volunteering_time,Volunteering time,score,Higher=more volunteering,1022,0.0729,0.0651,very weak,False,False,0.0651
3,Social,loneliness,Loneliness,score,Higher=more severe/problematic,work_life_balance,Work-life balance,score,Higher=more positive,961,0.0134,0.0585,very weak,False,False,0.0585
3,Social,independence,Independence,score,Higher=more positive,volunteering_time,Volunteering time,score,Higher=more volunteering,1019,0.0446,0.0577,very weak,False,False,0.0577
3,Social,discrimination,Discrimination,score,Higher=more severe/problematic,leisure_time,Leisure time,derived_continuous,Higher=more time,1005,-0.0667,-0.0573,very weak,False,False,0.0573
3,Social,loneliness,Loneliness,score,Higher=more severe/problematic,be_yourself_in_newlands,Be yourself in Newlands,score,Higher=more positive,995,-0.0099,0.0565,very weak,False,False,0.0565
3,Social,volunteering_time,Volunteering time,score,Higher=more volunteering,leisure_time,Leisure time,derived_continuous,Higher=more time,1012,0.0598,0.0523,very weak,False,False,0.0523
3,Social,loneliness,Loneliness,score,Higher=more severe/problematic,personal_mental_health,Personal mental health,score,Higher=more positive,155,-0.0361,-0.051,very weak,False,False,0.051
3,Social,safety,Safety,score,Higher=more positive,volunteering_time,Volunteering time,score,Higher=more volunteering,1022,0.043,0.0442,very weak,False,False,0.0442
3,Social,volunteering_time,Volunteering time,score,Higher=more volunteering,life_satisfaction,Life satisfaction,score,Higher=more positive,1006,0.0417,0.0403,very weak,False,False,0.0403
3,Social,volunteering_time,Volunteering time,score,Higher=more volunteering,be_yourself_in_newlands,Be yourself in Newlands,score,Higher=more positive,998,0.026,0.04,very weak,False,False,0.04
3,Social,safety,Safety,score,Higher=more positive,discrimination,Discrimination,score,Higher=more severe/problematic,1031,-0.0714,-0.0393,very weak,False,False,0.0393
3,Social,volunteering_time,Volunteering time,score,Higher=more volunteering,be_yourself_in_nz,Be yourself in NZ,score,Higher=more positive,1006,0.0053,0.035,very weak,False,False,0.035
3,Social,safety,Safety,score,Higher=more positive,personal_mental_health,Personal mental health,score,Higher=more positive,157,0.056,0.0259,very weak,False,False,0.0259
3,Social,independence,Independence,score,Higher=more positive,leisure_time,Leisure time,derived_continuous,Higher=more time,1007,0.0266,0.0123,very weak,False,False,0.0123
3,Social,discrimination,Discrimination,score,Higher=more severe/problematic,loneliness,Loneliness,score,Higher=more severe/problematic,1018,0.0234,0.0077,very weak,False,False,0.0077
4,Cultural,cultural_activities,Cultural activities,score,Higher=more positive,cultural_knowledge,Cultural knowledge,score,Higher=more positive,1031,0.4653,0.4595,moderate,True,False,0.4595
4,Cultural,cultural_activities,Cultural activities,score,Higher=more positive,te_reo,Te Reo,score,Higher=more positive,1031,0.1831,0.2792,weak,False,False,0.2792
4,Cultural,te_reo,Te Reo,score,Higher=more positive,cultural_knowledge,Cultural knowledge,score,Higher=more positive,1033,0.2353,0.2744,weak,False,False,0.2744
4,Cultural,language,Language,score,Higher=more positive,belonging,Sense of belonging,score,Higher=more positive,1050,0.0331,0.1715,very weak,False,False,0.1715
4,Cultural,belonging,Sense of belonging,score,Higher=more positive,cultural_activities,Cultural activities,score,Higher=more positive,1039,0.1392,0.0964,very weak,False,False,0.0964
4,Cultural,language,Language,score,Higher=more positive,te_reo,Te Reo,score,Higher=more positive,1038,0.0089,-0.0738,very weak,False,False,0.0738
4,Cultural,belonging,Sense of belonging,score,Higher=more positive,cultural_knowledge,Cultural knowledge,score,Higher=more positive,1041,0.0827,0.0502,very weak,False,False,0.0502
4,Cultural,belonging,Sense of belonging,score,Higher=more positive,te_reo,Te Reo,score,Higher=more positive,1040,0.1019,0.043,very weak,False,False,0.043
4,Cultural,language,Language,score,Higher=more positive,cultural_knowledge,Cultural knowledge,score,Higher=more positive,1039,0.0575,0.028,very weak,False,False,0.028
4,Cultural,language,Language,score,Higher=more positive,cultural_activities,Cultural activities,score,Higher=more positive,1037,0.0442,-0.014,very weak,False,False,0.014
5,Governance,vote_local_elections_2019,Voted in local elections 2019,binary,Higher=Yes,vote_general_election_2020,Voted in general election 2020,binary,Higher=Yes,61,0.8501,0.8501,strong,True,False,0.8501
5,Governance,trust_nz_government,Trust in NZ government,score,Higher=more positive,trust_local_council,Trust in local council,score,Higher=more positive,1025,0.5991,0.5743,moderate,True,False,0.5743
5,Governance,voted_local_elections_2022,Voted in local elections 2022,binary,Higher=Yes,voted_general_elections_2023,Voted in general elections 2023,binary,Higher=Yes,257,0.5396,0.5396,moderate,True,False,0.5396
5,Governance,trust_nz_government,Trust in NZ government,score,Higher=more positive,trust_nz_police,Trust in NZ Police,score,Higher=more positive,1025,0.3977,0.3568,weak,False,False,0.3568
5,Governance,trust_local_council,Trust in local council,score,Higher=more positive,trust_nz_police,Trust in NZ Police,score,Higher=more positive,1018,0.3214,0.3094,weak,False,False,0.3094
5,Governance,trust_local_council,Trust in local council,score,Higher=more positive,vote_general_election_2020,Voted in general election 2020,binary,Higher=Yes,61,-0.174,-0.1629,very weak,False,False,0.1629
5,Governance,trust_nz_government,Trust in NZ government,score,Higher=more positive,vote_local_elections_2019,Voted in local elections 2019,binary,Higher=Yes,61,0.1456,0.1105,very weak,False,False,0.1105
5,Governance,trust_local_council,Trust in local council,score,Higher=more positive,voted_general_elections_2023,Voted in general elections 2023,binary,Higher=Yes,255,-0.0648,-0.0717,very weak,False,False,0.0717
5,Governance,trust_nz_government,Trust in NZ government,score,Higher=more positive,voted_local_elections_2022,Voted in local elections 2022,binary,Higher=Yes,256,-0.0655,-0.069,very weak,False,False,0.069
5,Governance,trust_nz_police,Trust in NZ Police,score,Higher=more positive,vote_general_election_2020,Voted in general election 2020,binary,Higher=Yes,62,0.0633,0.055,very weak,False,False,0.055
5,Governance,trust_local_council,Trust in local council,score,Higher=more positive,vote_local_elections_2019,Voted in local elections 2019,binary,Higher=Yes,61,-0.0778,-0.0539,very weak,False,False,0.0539
5,Governance,trust_nz_police,Trust in NZ Police,score,Higher=more positive,vote_local_elections_2019,Voted in local elections 2019,binary,Higher=Yes,61,0.0597,0.0456,very weak,False,False,0.0456
5,Governance,trust_nz_police,Trust in NZ Police,score,Higher=more positive,voted_local_elections_2022,Voted in local elections 2022,binary,Higher=Yes,257,0.0268,0.0442,very weak,False,False,0.0442
5,Governance,trust_local_council,Trust in local council,score,Higher=more positive,voted_local_elections_2022,Voted in local elections 2022,binary,Higher=Yes,255,-0.043,-0.035,very weak,False,False,0.035
5,Governance,trust_nz_police,Trust in NZ Police,score,Higher=more positive,voted_general_elections_2023,Voted in general elections 2023,binary,Higher=Yes,256,-0.0113,-0.0189,very weak,False,False,0.0189
5,Governance,trust_nz_government,Trust in NZ government,score,Higher=more positive,voted_general_elections_2023,Voted in general elections 2023,binary,Higher=Yes,255,-0.0203,-0.0187,very weak,False,False,0.0187
5,Governance,trust_nz_government,Trust in NZ government,score,Higher=more positive,vote_general_election_2020,Voted in general election 2020,binary,Higher=Yes,62,0.0201,-0.0061,very weak,False,False,0.0061
5,Governance,vote_local_elections_2019,Voted in local elections 2019,binary,Higher=Yes,voted_local_elections_2022,Voted in local elections 2022,binary,Higher=Yes,0,,,not enough data,False,True,
5,Governance,vote_local_elections_2019,Voted in local elections 2019,binary,Higher=Yes,voted_general_elections_2023,Voted in general elections 2023,binary,Higher=Yes,0,,,not enough data,False,True,
5,Governance,vote_general_election_2020,Voted in general election 2020,binary,Higher=Yes,voted_local_elections_2022,Voted in local elections 2022,binary,Higher=Yes,0,,,not enough data,False,True,
5,Governance,vote_general_election_2020,Voted in general election 2020,binary,Higher=Yes,voted_general_elections_2023,Voted in general elections 2023,binary,Higher=Yes,0,,,not enough data,False,True,
6,Disaster,out_of_newlands_during_day,Out of Newlands during day,binary,Higher=Yes,place_out_of_newlands_disaster_ready,Place out of Newlands disaster ready,binary,Higher=Yes,483,0.3537,0.3537,weak,False,False,0.3537
6,Disaster,home_disaster_ready,Home disaster ready,binary,Higher=Yes,place_out_of_newlands_disaster_ready,Place out of Newlands disaster ready,binary,Higher=Yes,481,0.3075,0.3075,weak,False,False,0.3075
6,Disaster,home_disaster_ready,Home disaster ready,binary,Higher=Yes,neighbourhood_support_group,Neighbourhood support group,binary,Higher=Yes,666,0.2094,0.2094,weak,False,False,0.2094
6,Disaster,neighbourhood_support_group,Neighbourhood support group,binary,Higher=Yes,place_out_of_newlands_disaster_ready,Place out of Newlands disaster ready,binary,Higher=Yes,485,0.1095,0.1095,very weak,False,False,0.1095
6,Disaster,neighbourhood_support_group,Neighbourhood support group,binary,Higher=Yes,out_of_newlands_during_day,Out of Newlands during day,binary,Higher=Yes,637,0.0893,0.0893,very weak,False,False,0.0893
6,Disaster,home_disaster_ready,Home disaster ready,binary,Higher=Yes,out_of_newlands_during_day,Out of Newlands during day,binary,Higher=Yes,631,0.0005,0.0005,very weak,False,False,0.0005
